64
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
x_14: [1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32, 34, 37, 38, 40, 41, 42, 44, 45, 46, 47, 48, 54, 58, 61, 62, 64]
x_15: [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 19, 21, 23, 24, 25, 27, 28, 29, 30, 31, 32, 35, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 55, 59, 61, 63, 64]
x_16: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 36, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 56, 60, 62, 63, 64]
x_17: [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 41, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 61]
x_18: [1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 36, 38, 42, 49, 50, 51, 52, 53, 54, 56, 57, 58, 60, 62]
x_19: [1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 15, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 35, 36, 39, 43, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 63]
x_20: [1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 36, 40, 44, 49, 50, 51, 52, 54, 55, 56, 58, 59, 60, 64]
x_21: [1, 2, 3, 5, 6, 7, 8, 9, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 37, 38, 39, 45, 49, 50, 51, 53, 54, 55, 56, 57, 61, 62, 63]
x_22: [1, 2, 4, 5, 6, 7, 8, 10, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 37, 38, 40, 46, 49, 50, 52, 53, 54, 55, 56, 58, 61, 62, 64]
x_23: [1, 3, 4, 5, 6, 7, 8, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 35, 37, 39, 40, 47, 49, 51, 52, 53, 54, 55, 56, 59, 61, 63, 64]
x_24: [2, 3, 4, 5, 6, 7, 8, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 36, 38, 39, 40, 48, 50, 51, 52, 53, 54, 55, 56, 60, 62, 63, 64]
x_25: [1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 41, 42, 43, 45, 49, 50, 51, 53, 57, 58, 59, 60, 61, 62, 63]
x_26: [1, 2, 4, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31, 32, 34, 41, 42, 44, 46, 49, 50, 52, 54, 57, 58, 59, 60, 61, 62, 64]
x_27: [1, 3, 4, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 28, 29, 30, 31, 32, 35, 41, 43, 44, 47, 49, 51, 52, 55, 57, 58, 59, 60, 61, 63, 64]
x_28: [2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 36, 42, 43, 44, 48, 50, 51, 52, 56, 57, 58, 59, 60, 62, 63, 64]
x_29: [1, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 37, 41, 45, 46, 47, 49, 53, 54, 55, 57, 58, 59, 61, 62, 63, 64]
x_30: [2, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 38, 42, 45, 46, 48, 50, 53, 54, 56, 57, 58, 60, 61, 62, 63, 64]
x_31: [3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 39, 43, 45, 47, 48, 51, 53, 55, 56, 57, 59, 60, 61, 62, 63, 64]
x_32: [4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 40, 44, 46, 47, 48, 52, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64]
x_33: [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 17, 18, 19, 21, 25, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 61]
x_34: [1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 14, 17, 18, 20, 22, 26, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 56, 57, 58, 60, 62]
x_35: [1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 15, 17, 19, 20, 23, 27, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 59, 60, 63]
x_36: [1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 16, 18, 19, 20, 24, 28, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 58, 59, 60, 64]
x_37: [1, 2, 3, 5, 6, 7, 8, 9, 13, 14, 15, 17, 21, 22, 23, 29, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 61, 62, 63]
x_38: [1, 2, 4, 5, 6, 7, 8, 10, 13, 14, 16, 18, 21, 22, 24, 30, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 58, 61, 62, 64]
x_39: [1, 3, 4, 5, 6, 7, 8, 11, 13, 15, 16, 19, 21, 23, 24, 31, 33, 34, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 59, 61, 63, 64]
x_40: [2, 3, 4, 5, 6, 7, 8, 12, 14, 15, 16, 20, 22, 23, 24, 32, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 60, 62, 63, 64]
x_41: [1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 17, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 53, 57, 58, 59, 60, 61, 62, 63]
x_42: [1, 2, 4, 6, 9, 10, 11, 12, 13, 14, 16, 18, 25, 26, 28, 30, 33, 34, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 52, 54, 57, 58, 59, 60, 61, 62, 64]
x_43: [1, 3, 4, 7, 9, 10, 11, 12, 13, 15, 16, 19, 25, 27, 28, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 51, 52, 55, 57, 58, 59, 60, 61, 63, 64]
x_44: [2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 16, 20, 26, 27, 28, 32, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 45, 46, 47, 48, 50, 51, 52, 56, 57, 58, 59, 60, 62, 63, 64]
x_45: [1, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 21, 25, 29, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 46, 47, 48, 49, 53, 54, 55, 57, 58, 59, 61, 62, 63, 64]
x_46: [2, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 22, 26, 29, 30, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 50, 53, 54, 56, 57, 58, 60, 61, 62, 63, 64]
x_47: [3, 5, 7, 8, 9, 11, 12, 13, 14, 15, 16, 23, 27, 29, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 51, 53, 55, 56, 57, 59, 60, 61, 62, 63, 64]
x_48: [4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 24, 28, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 52, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64]
x_49: [1, 2, 3, 5, 9, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 45, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]
x_50: [1, 2, 4, 6, 10, 17, 18, 19, 20, 21, 22, 24, 25, 26, 28, 30, 33, 34, 35, 36, 37, 38, 40, 41, 42, 44, 46, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64]
x_51: [1, 3, 4, 7, 11, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 31, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 47, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64]
x_52: [2, 3, 4, 8, 12, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 32, 33, 34, 35, 36, 38, 39, 40, 42, 43, 44, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64]
x_53: [1, 5, 6, 7, 13, 17, 18, 19, 21, 22, 23, 24, 25, 29, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 45, 46, 47, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64]
x_54: [2, 5, 6, 8, 14, 17, 18, 20, 21, 22, 23, 24, 26, 29, 30, 32, 33, 34, 36, 37, 38, 39, 40, 42, 45, 46, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64]
x_55: [3, 5, 7, 8, 15, 17, 19, 20, 21, 22, 23, 24, 27, 29, 31, 32, 33, 35, 36, 37, 38, 39, 40, 43, 45, 47, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 63, 64]
x_56: [4, 6, 7, 8, 16, 18, 19, 20, 21, 22, 23, 24, 28, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 44, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61, 62, 63, 64]
x_57: [1, 9, 10, 11, 13, 17, 18, 19, 21, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 58, 59, 60, 61, 62, 63, 64]
x_58: [2, 9, 10, 12, 14, 17, 18, 20, 22, 25, 26, 27, 28, 29, 30, 32, 33, 34, 36, 38, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 63, 64]
x_59: [3, 9, 11, 12, 15, 17, 19, 20, 23, 25, 26, 27, 28, 29, 31, 32, 33, 35, 36, 39, 41, 42, 43, 44, 45, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 61, 62, 63, 64]
x_60: [4, 10, 11, 12, 16, 18, 19, 20, 24, 25, 26, 27, 28, 30, 31, 32, 34, 35, 36, 40, 41, 42, 43, 44, 46, 47, 48, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 61, 62, 63, 64]
x_61: [5, 9, 13, 14, 15, 17, 21, 22, 23, 25, 26, 27, 29, 30, 31, 32, 33, 37, 38, 39, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 64]
x_62: [6, 10, 13, 14, 16, 18, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32, 34, 37, 38, 40, 41, 42, 44, 45, 46, 47, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 63, 64]
x_63: [7, 11, 13, 15, 16, 19, 21, 23, 24, 25, 27, 28, 29, 30, 31, 32, 35, 37, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 64]
x_64: [8, 12, 14, 15, 16, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 36, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63]
